ID.x,Age,ChildrenNumber,CountryCitizen,EmploymentField,EmploymentStatus,ExpectedEarning,Gender,Income,JobPref,JobRoleInterest,LanguageAtHome,MaritalStatus,SchoolDegree,StudentDebtOwe
ad9289cf38ebf739aeef74002708736f,35,NA,"Netherlands (Holland, Europe)",NA,A stay-at-home parent or homemaker,21600,female,NA,work for a medium-sized company,Full-Stack Web Developer,Dutch,NA,bachelor's degree,NA
2a0bd022fc74651227f8163663eaab67,30,NA,Brazil,software development and IT,Self-employed freelancer,NA,male,50000,NA,NA,Portuguese,NA,bachelor's degree,NA
234ab816708adc8bda8772c3de306f53,37,NA,United States of America,food and beverage,Employed for wages,NA,male,20000,freelance ,NA,English,NA,"some college credit, no degree",20000
792030ae2d2983bc2697251b8f4f3707,28,NA,Serbia,software development and IT,Employed for wages,NA,female,NA,NA,NA,Serbian,"single, never married",master's degree (non-professional),NA
2cf1637499ec59c7940bbbf6f09887ff,37,1,United States of America,software development and IT,Employed for wages,80000,male,75000,work for a startup,  Mobile Developer,English,married or domestic partnership,bachelor's degree,37000
e2cfd2faf2c5f5dc42dad3fc8dc04b1e,27,NA,Latvia,NA,NA,NA,male,NA,freelance ,NA,Russian,NA,bachelor's degree,NA
513eaf5f1815988bc51cc3f6eb5dd607,32,NA,United States of America,health care,Employed for wages,52000,male,26000,work for a medium-sized company,  Front-End Web Developer,English,NA,"some college credit, no degree",30000
defbd1de216b7e18a30f16eb7408a0e5,36,2,United States of America,NA,Not working but looking for work,40000,female,NA,work for a multinational corporation,  User Experience Designer,English,"single, never married","some college credit, no degree",60000
c5797534bf3ed9398a759b8f9779a07b,26,NA,United States of America,transportation,Employed for wages,NA,male,45000,freelance ,NA,English,"single, never married",bachelor's degree,NA
01e158270ad28251b075956fb90a7792,24,NA,Poland,NA,Not working but looking for work,NA,male,NA,start your own business,NA,Polish,NA,high school diploma or equivalent (GED),NA
f249a89321895c54bec047252db71e8b,28,NA,Ghana,NA,Not working but looking for work,NA,female,NA,freelance ,NA,English,NA,bachelor's degree,NA
a4369c40836adcb023b39c7cb8a7c117,25,NA,Austria,NA,Employed for wages,30000,male,11500,work for a medium-sized company,Full-Stack Web Developer,German,NA,bachelor's degree,NA
954abeb26553444aecb4835650f31aa2,16,NA,United States of America,NA,Not working and not looking for work,60000,male,NA,work for a multinational corporation,  User Experience Designer,English,NA,some high school,NA
899ac5e8b349366ed2a40340705971ed,27,NA,United States of America,"arts, entertainment, sports, or media",Employed for wages,35000,male,30000,work for a medium-sized company,  Front-End Web Developer,English,NA,bachelor's degree,30000
e8008a53798f007f63819c771d49ba54,NA,NA,NA,NA,Not working but looking for work,NA,NA,NA,freelance ,NA,NA,NA,bachelor's degree,NA
27fc8d0a08635e0edab7b9238f718dcb,45,NA,NA,office and administrative support,Employed for wages,NA,male,14300,freelance ,NA,English,NA,high school diploma or equivalent (GED),NA
661ee22f350e8d75352f1e878ace9251,28,NA,Australia,NA,Unable to work,NA,female,NA,freelance ,NA,English,NA,"some college credit, no degree",15000
94dc2e499a90affd4a346c0847a40ab1,24,NA,United States of America,architecture or physical engineering,Employed for wages,NA,male,57000,freelance ,NA,English,NA,bachelor's degree,20000
7f6a9863ad0f56390765c47a435b189b,18,NA,Russia,NA,NA,NA,female,NA,freelance ,NA,Russian,NA,high school diploma or equivalent (GED),NA
f891b1cfbda998317ce7fbb290b0b501,40,NA,United States of America,software development and IT,Employed for wages,NA,male,50000,NA,NA,English,NA,"some college credit, no degree",NA
5c0fc8364051c604b7fa7612edd01aaa,30,NA,Algeria,NA,Not working but looking for work,NA,male,NA,start your own business,NA,Arabic,NA,some high school,NA
596c95f5aec78b0ec411a7b631e5c838,24,NA,United States of America,office and administrative support,Employed for wages,40000,male,20000,work for a medium-sized company,  Front-End Web Developer,English,NA,bachelor's degree,45000
dfd696c150677b44d8700443f54a3ef1,31,NA,United States of America,education,Employed for wages,75000,male,30000,work for a medium-sized company,  Front-End Web Developer,English,NA,master's degree (non-professional),30000
ea3671c47419afa99a526fac69fe18da,37,1,United States of America,NA,Not working but looking for work,NA,male,NA,freelance ,NA,English,married or domestic partnership,bachelor's degree,9000
dc93524238516779a7c32e2f7b81c535,28,NA,India,NA,NA,NA,male,NA,freelance ,NA,Hindi,NA,bachelor's degree,NA
4a4559037f1c67c3f74fa6a0c0ca1325,33,NA,United States of America,NA,Not working but looking for work,NA,male,NA,freelance ,NA,Yoruba,NA,bachelor's degree,19000
f72c16eb80a4d808eef54c1d20bf2fff,27,NA,Germany,education,Employed for wages,NA,female,12000,work for a multinational corporation,NA,German,NA,master's degree (non-professional),NA
560cbb50c9de0a948ace0cf44a016c29,13,NA,Canada,NA,Not working and not looking for work,NA,female,NA,work for a medium-sized company,  Mobile Developer,English,NA,some high school,NA
68dc7ad27278f164904a1cb0f0d34256,40,NA,India,software development and IT,Self-employed freelancer,NA,male,30000,NA,NA,Hindi,married or domestic partnership,bachelor's degree,NA
4ab4c89692824e2d95836fbd609ec609,38,1,United States of America,education,Employed for wages,75000,female,39000,work for a medium-sized company,  User Experience Designer,English,"single, never married",associate's degree,4200
9c61415129c6123789e775ff2362cda8,50,2,United States of America,software development and IT,Employed for wages,NA,male,35000,NA,NA,English,married or domestic partnership,bachelor's degree,7000
8883accc24b1f67fecb2b3f039fdfe86,25,NA,Paraguay,software development and IT,Employed for wages,NA,male,15000,NA,NA,Spanish,NA,"some college credit, no degree",NA
910fa0552e7eee418730bf0b3ab61b45,29,NA,United States of America,NA,Not working but looking for work,NA,male,NA,NA,NA,English,NA,"some college credit, no degree",NA
41377a4eca37f514e39ba03468838723,47,2,United States of America,office and administrative support,Employed for wages,50000,female,33000,work for a medium-sized company,  Front-End Web Developer,English,divorced,"some college credit, no degree",NA
47b8ed7c1677529a67a9febcaa08b241,48,NA,United States of America,NA,Not working but looking for work,50000,female,NA,work for a medium-sized company,Full-Stack Web Developer,English,NA,bachelor's degree,NA
907e327f0a381bb270a50a5c97ec9862,38,2,Israel,software development and IT,Employed for wages,NA,male,85000,start your own business,NA,Hebrew,married or domestic partnership,bachelor's degree,NA
cf6c38a9c8545e3fa0cb7ddfd9a68870,47,1,United States of America,construction and extraction,Employed for wages,50000,male,50000,work for a medium-sized company,Full-Stack Web Developer,English,married or domestic partnership,bachelor's degree,70000
a63d73d81febe5f8268e1426ed25030a,28,NA,United States of America,"arts, entertainment, sports, or media",Self-employed business owner,80000,male,110000,work for a startup,Full-Stack Web Developer,English,NA,master's degree (non-professional),60000
8e63f278d81028380b183422379f07ac,48,2,United States of America,NA,Self-employed freelancer,NA,male,100000,freelance ,NA,English,separated,bachelor's degree,NA
921f6345c3f62dedeb4dd485ded32141,52,1,United States of America,software development and IT,Employed for wages,NA,male,NA,NA,NA,English,married or domestic partnership,"some college credit, no degree",NA
2d556b9298045a70e8b72e1d4a738241,36,NA,Belgium,NA,Doing an unpaid internship,40000,female,NA,work for a startup,  Mobile Developer,French,NA,no high school (secondary school),NA
ec443f06567d3029fe78a99671c33b53,14,NA,United States of America,NA,Unable to work,NA,male,NA,freelance ,NA,English,NA,some high school,NA
487b2f3757b08709e35ad46df0f23332,18,NA,Romania,NA,NA,NA,male,NA,NA,NA,Romanian,NA,high school diploma or equivalent (GED),NA
4f1ae5a8fdf6d1648434ba2e6b5a7d93,26,NA,United States of America,NA,Not working but looking for work,NA,female,NA,freelance ,NA,English,NA,bachelor's degree,NA
5392c6cca09489ff7a0d5cb0503febcf,22,NA,India,NA,Not working but looking for work,NA,male,NA,start your own business,NA,Hindi,NA,bachelor's degree,NA
99cac1b731ade310a1102426a4e061ac,29,NA,Canada,education,Employed for wages,NA,female,NA,NA,NA,English,NA,bachelor's degree,NA
18066e5e1057f9a8c5057d47e25a8695,14,NA,United Kingdom,NA,NA,45000,agender,NA,work for a medium-sized company,Back-End Web Developer,English,NA,no high school (secondary school),NA
0022670597c80aec87d73f9f68b8e334,20,NA,Poland,NA,Not working and not looking for work,6400,female,NA,work for a startup,  Front-End Web Developer,Polish,NA,high school diploma or equivalent (GED),NA
9abb5c6521799a5f8f91a96076725a8b,50,4,United States of America,NA,A stay-at-home parent or homemaker,NA,male,NA,freelance ,NA,English,married or domestic partnership,bachelor's degree,250000
ebf8c257877efbc3429541022b8b76ec,30,4,United States of America,software development and IT,Employed for wages,70000,male,30000,work for a medium-sized company,Full-Stack Web Developer,English,married or domestic partnership,bachelor's degree,13000
48ad5f1f245f29f84a2be637a711b65c,37,2,United States of America,construction and extraction,Employed for wages,NA,male,67000,start your own business,NA,English,married or domestic partnership,high school diploma or equivalent (GED),NA
82d141870aefd09175f082dc40727388,40,2,United Kingdom,finance,Employed for wages,NA,male,30000,freelance ,NA,English,married or domestic partnership,bachelor's degree,NA
086bcbb2744a1b030dbbddae15c88573,27,NA,United States of America,NA,Employed for wages,75000,female,65000,work for a startup,  Data Scientist / Data Engineer,English,NA,master's degree (non-professional),50000
b126e59c67b98a912cb552b6e218a855,23,NA,United States of America,NA,Employed for wages,NA,male,26000,freelance ,NA,English,married or domestic partnership,"some college credit, no degree",5000
4f3e0f276bf9292abc22d114d0d3fafc,29,NA,Brazil,software development and IT,Self-employed freelancer,48000,male,18000,work for a multinational corporation,Full-Stack Web Developer,Portuguese,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",NA
7cdcc4d3cfe134da14ff672ad9c0d466,46,NA,United States of America,software development and IT,Employed for wages,120000,male,20000,work for a medium-sized company,  Quality Assurance Engineer,English,NA,bachelor's degree,NA
ed2b48b3281058377b5cd01ae13864c4,41,2,United Kingdom,software development and IT,Employed for wages,80000,male,75000,work for a medium-sized company,  DevOps / SysAdmin,English,married or domestic partnership,"trade, technical, or vocational training",NA
dfe3b18e26dd2315cdd6f27a920edbf9,36,NA,Bangladesh,education,Employed for wages,NA,male,55000,start your own business,NA,Bengali,NA,"professional degree (MBA, MD, JD, etc.)",175000
46712b159ec1fe4c72b42e2f96fb799f,28,NA,United States of America,NA,Not working but looking for work,NA,male,NA,start your own business,NA,English,NA,bachelor's degree,NA
ea0521a7bf4e65fd4c06d9c5043ddc4c,15,NA,United Kingdom,NA,NA,10000,male,NA,work for a multinational corporation,  Front-End Web Developer,Malayalam,NA,some high school,NA
4e4315e7b6211fcd92b4d2e00dfa35a9,20,NA,Colombia,NA,Not working but looking for work,6000,male,NA,work for a multinational corporation,Full-Stack Web Developer,Spanish,NA,high school diploma or equivalent (GED),NA
2fa15ba9a898b9a5e9b6cbb34ac6018b,22,NA,Canada,NA,Employed for wages,24000,male,18500,work for a medium-sized company,Full-Stack Web Developer,English,NA,associate's degree,NA
751b00eebfbcd9859e77167125ce04bc,28,NA,Spain,NA,Not working but looking for work,NA,female,NA,work for a medium-sized company,  Front-End Web Developer,Catalan,NA,"professional degree (MBA, MD, JD, etc.)",NA
84360a019af861067645ba165c0dcbde,34,NA,United States of America,NA,Not working but looking for work,60000,male,NA,work for a startup,Full-Stack Web Developer,English,NA,master's degree (non-professional),NA
f994f70fdc80164b5d36c649336ab661,30,NA,Turkey,NA,Employed for wages,50000,male,25000,work for a startup,Full-Stack Web Developer,Turkish,NA,bachelor's degree,NA
3a16178b1b5a8c059ac5487d5151ac3e,31,2,United Kingdom,software development and IT,Employed for wages,NA,male,NA,NA,NA,English,married or domestic partnership,bachelor's degree,NA
afa700d42c8a987e6271070e44eb82c9,34,NA,Italy,software development and IT,Employed for wages,NA,male,32000,NA,NA,Italian,"single, never married",master's degree (non-professional),NA
4b8c4e2ac3d7202c7f3c70e246a069a4,28,NA,Croatia,NA,Self-employed business owner,NA,male,NA,freelance ,NA,Croatian,NA,"some college credit, no degree",NA
113dd9605eb822b3f9b25d550e9c97cd,30,2,United States of America,software development and IT,Employed for wages,NA,male,15000,start your own business,NA,English,divorced,"some college credit, no degree",NA
c3d8349e4837d90ca4be313bcc406dbe,33,1,United States of America,sales,Employed for wages,60000,male,25000,work for a medium-sized company,Full-Stack Web Developer,English,"single, never married",bachelor's degree,98000
616c5f0f6ebd6ca69c585cfb0ea2ebab,34,NA,United States of America,software development and IT,Employed for wages,NA,female,82000,NA,NA,English,NA,bachelor's degree,NA
e769a273cfb34a1f35e69020e84014a1,28,NA,United States of America,NA,Not working but looking for work,75000,genderqueer,NA,work for a startup,Full-Stack Web Developer,English,NA,"some college credit, no degree",10000
5ecce0f705dfc0c00998ac5372190961,40,NA,United States of America,NA,Not working but looking for work,NA,female,NA,work for a medium-sized company,Full-Stack Web Developer,NA,NA,bachelor's degree,50000
604a6c3c53f503cf593716049603a80b,38,2,United States of America,transportation,Employed for wages,75000,male,74000,work for a medium-sized company,Back-End Web Developer,English,married or domestic partnership,"some college credit, no degree",53000
81d763a0804a1f7a46c592fe6ee25c9d,27,NA,United States of America,NA,Self-employed business owner,NA,male,12000,freelance ,NA,English,NA,bachelor's degree,NA
825475bcaec14058c84901538b7c8555,36,NA,United States of America,"arts, entertainment, sports, or media",Self-employed freelancer,50000,male,NA,work for a medium-sized company,  Front-End Web Developer,English,NA,"some college credit, no degree",NA
d3c897ea3702e43b163373f3f7b1c2ee,39,1,United States of America,software development and IT,Employed for wages,NA,male,110000,NA,NA,English,divorced,"some college credit, no degree",NA
